Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
0.8554216867469878,0.0,0.75,0.3660130718954248,0.033066783954632015,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4782608695652174,0.25,0.5,0.0,0.2857142857142857,0.3333333333333333,0.625,0.5760000000000005,0.11666666666666714,0.75,0.0,0.5833333333333333,0.5,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.8,0.15126050420168066,1.0,0.0,0.26498287671232873,0.20409580006942032,0.0,0.0,1.0,1.0,0.15446265938069215,0.0,0.0,0.12532383419689117,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.22222222222222227,1.0,0.0,0.5,1.0,0.5399999999999991,1.0,0.3333333333333333,0.3018867924528302,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5454545454545454,0.5,1.0,0.8
0.6425702811244979,0.2352941176470588,0.75,0.5098039215686274,0.04947150229974873,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6521739130434783,0.25,0.5,0.0,0.7142857142857142,0.7777777777777777,0.5,0.952,0.8999999999999986,0.25,0.0,0.8333333333333333,0.5,0.2425,0.6666666666666666,1.0,0.5,0.0,1.0,0.0,0.4,0.509453781512605,1.0,0.0,0.07106164383561643,0.28358208955223885,0.0,0.0,1.0,1.0,0.2378870673952641,0.8745896257386736,0.0,0.6308290155440415,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.7777777777777779,1.0,0.3333333333333333,0.5,0.6000000000000001,0.9399999999999977,0.0,1.0,0.7478559176672384,1.0,1.0,1.0,0.21470245040840139,0.5403508771929825,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4545454545454545,0.25,1.0,0.8
0.0502008032128514,0.0,0.75,0.2549019607843137,0.026548879603591632,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4782608695652174,0.25,0.5,0.0,0.2857142857142857,0.4444444444444445,0.75,0.5280000000000005,0.8333333333333357,0.25,0.0,0.9166666666666666,0.5,0.0,1.0,1.0,0.25,1.0,1.0,0.6666666666666666,0.2,0.12289915966386554,0.8,0.32971506105834464,0.07705479452054795,0.201666088163832,0.0,1.0,1.0,1.0,0.1519125683060109,0.0,0.0,0.12305699481865287,0.0,1.0,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.22222222222222227,1.0,0.0,0.5,1.0,0.9499999999999993,1.0,0.6666666666666666,0.4939965694682676,1.0,1.0,1.0,0.25904317386231035,0.11228070175438597,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.36363636363636365,1.0,1.0,0.8
0.4558232931726907,0.0,0.75,0.32026143790849676,0.03272989299032842,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.7826086956521738,0.125,0.5,0.0,0.2857142857142857,0.4444444444444445,0.5,0.6560000000000006,0.28333333333333144,0.25,0.0,0.41666666666666663,0.5,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.4422268907563025,1.0,0.0,0.029965753424657533,0.205831308573412,0.0,1.0,1.0,1.0,0.1562841530054645,0.0,0.0,0.12694300518134713,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.22222222222222227,1.0,0.3333333333333333,0.25,1.0,0.6400000000000006,1.0,0.3333333333333333,0.28816466552315606,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.36363636363636365,1.0,1.0,0.8
0.610441767068273,0.0,0.75,0.38562091503267976,0.041456304774025704,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.17391304347826086,0.25,0.5,0.0,0.2857142857142857,0.7777777777777777,0.5,0.952,0.9166666666666643,0.25,0.0,0.3333333333333333,1.0,0.15375,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,1.0,0.4,0.76890756302521,1.0,0.0,0.22945205479452052,0.5834779590419993,0.0,0.0,1.0,1.0,0.5526411657559198,0.0,0.0,0.47927461139896366,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,0.6666666666666666,0.5555555555555556,1.0,0.0,0.5,0.2,0.9399999999999977,0.0,1.0,0.7615780445969125,1.0,1.0,1.0,0.19603267211201866,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5454545454545454,0.25,1.0,0.8
0.4799196787148594,0.0,0.25,0.35294117647058826,0.03497115371118151,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8695652173913043,0.25,0.5,0.0,0.2857142857142857,0.7777777777777777,0.5,0.984,0.9666666666666686,0.25,0.0,0.8333333333333333,1.0,0.0225,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.0,0.4,0.5661764705882353,1.0,0.0,0.2089041095890411,0.4328358208955224,0.0,0.0,1.0,1.0,0.3945355191256831,0.0,0.0,0.3387305699481865,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,0.6666666666666666,0.44444444444444436,1.0,0.0,0.5,0.2,0.9800000000000004,0.5,0.6666666666666666,0.6432246998284734,1.0,1.0,1.0,0.16802800466744455,0.5894736842105264,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.2727272727272727,1.0,1.0,0.8
0.9598393574297187,0.05882352941176469,1.0,0.1895424836601307,0.02058310211071547,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6956521739130435,0.25,0.5,0.0,0.2857142857142857,0.3333333333333333,0.75,0.41600000000000037,0.8333333333333357,0.75,0.0,0.75,0.0,0.27187500000000003,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.8,0.08823529411764705,1.0,0.0,0.3163527397260274,0.20409580006942032,0.0,1.0,1.0,1.0,0.2360655737704918,0.0,0.0,0.19786269430051814,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.44444444444444436,1.0,0.0,0.5,1.0,0.8499999999999979,1.0,0.6666666666666666,0.5763293310463121,1.0,1.0,1.0,0.0,0.25263157894736843,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.1818181818181818,0.25,1.0,0.4
0.08634538152610441,0.0,0.75,0.32026143790849676,0.030034765275899662,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.4782608695652174,0.25,0.5,0.0,0.2857142857142857,0.4444444444444445,0.625,0.5920000000000005,0.14999999999999858,0.25,0.0,0.9166666666666666,0.5,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.0940126050420168,0.2,0.34328358208955223,0.19905821917808217,0.2884415133634155,0.0,0.0,1.0,0.0,0.24298724954462658,0.0,0.0,0.20401554404145075,0.5,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.2,0.48999999999999844,0.5,0.3333333333333333,0.25728987993138935,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.36363636363636365,0.0,1.0,0.8
0.933734939759036,0.0,0.75,0.41830065359477125,0.04258863273737946,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.4782608695652174,0.25,0.5,0.0,0.2857142857142857,0.6666666666666665,0.5,0.6799999999999997,0.3333333333333357,0.0,0.6000000000000001,0.6666666666666666,0.5,0.0,1.0,0.3333333333333333,0.25,1.0,0.3333333333333333,0.3333333333333333,0.4,0.40861344537815125,1.0,0.0,0.21361301369863012,0.33252342936480384,0.0,1.0,1.0,1.0,0.28925318761384333,0.0,0.0,0.24514248704663213,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.22222222222222227,1.0,0.3333333333333333,0.75,0.2,0.5999999999999979,1.0,0.6666666666666666,0.451114922813036,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4292682926829268,0.0,0.0,0.3333333333333333,1.0,0.0,0.2727272727272727,0.25,1.0,0.8
0.8915662650602408,0.0,0.75,0.33986928104575165,0.03897173391228669,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2608695652173913,0.25,0.5,0.0,0.2857142857142857,0.5555555555555556,0.5,0.5679999999999996,0.10000000000000142,0.75,0.0,0.9166666666666666,0.5,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6147260273972602,0.387712599791739,0.0,0.25,1.0,1.0,0.43934426229508194,0.0,0.0,0.3785621761658031,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.44444444444444436,1.0,0.3333333333333333,0.5,0.2,0.4599999999999973,1.0,0.6666666666666666,0.411663807890223,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.9090909090909091,0.75,0.0,0.8
